asset,klasse,regel,parameter,richtung,t_entdeckung,alpha_pa_entdeckung,t_bestaetigung,alpha_pa_bestaetigung,p_entdeckung,stufe1,p_bestaetigung,bestanden
TIP,ETF,weekday,0,long,-5.036,-0.03609,-1.249,-0.00838,0.9999997623197213,False,0.8941674630749676,False
TIP,ETF,weekday,1,long,-2.668,-0.01909,-1.389,-0.01071,0.9961847870952308,False,0.9175836249759151,False
TIP,ETF,weekday,2,long,1.173,0.00902,-2.204,-0.01751,0.12039790284679597,False,0.986237827956559,False
TIP,ETF,weekday,3,long,-1.073,-0.00807,-2.149,-0.01562,0.858364441934585,False,0.9841828000271413,False
TIP,ETF,weekday,4,long,0.487,0.00384,0.236,0.00184,0.3131291654736681,False,0.4067163350872688,False
TIP,ETF,overnight,-,long,-1.429,-0.01262,-2.53,-0.02321,0.923497883281984,False,0.9942968736670493,False
TIP,ETF,turn_of_month,-,long,0.737,0.00571,0.101,0.00075,0.2305611746828763,False,0.45977523008861365,False
GLD,ETF,sma_trend,10,long,0.244,0.0056,1.186,0.03539,0.4036154099591023,False,0.11781114976198626,False
GLD,ETF,sma_trend,10,long/short,0.244,0.0112,1.205,0.07186,0.4036154099591023,False,0.11410165094812963,False
GLD,ETF,sma_trend,20,long,-1.033,-0.0233,0.641,0.01914,0.849198050670956,False,0.26076134148066576,False
GLD,ETF,sma_trend,20,long/short,-1.033,-0.04661,0.614,0.03655,0.849198050670956,False,0.26960766360255795,False
GLD,ETF,sma_trend,50,long,-0.391,-0.00861,-0.484,-0.01441,0.6521013820709638,False,0.6858070654393483,False
GLD,ETF,sma_trend,50,long/short,-0.391,-0.01722,-0.572,-0.03391,0.6521013820709638,False,0.7163390126734549,False
GLD,ETF,sma_trend,100,long,0.088,0.00175,-0.253,-0.00752,0.46493833807180196,False,0.5998658934014052,False
GLD,ETF,sma_trend,100,long/short,0.088,0.0035,-0.323,-0.01905,0.46493833807180196,False,0.6266523789680284,False
GLD,ETF,sma_trend,200,long,-0.807,-0.0157,0.729,0.02136,0.7901667584243461,False,0.23300083124111626,False
GLD,ETF,sma_trend,200,long/short,-0.807,-0.0314,0.708,0.04073,0.7901667584243461,False,0.23947262873987996,False
GLD,ETF,sma_cross,"(5, 20)",long,-0.595,-0.01338,0.51,0.0152,0.7240782645076775,False,0.3050257308975194,False
GLD,ETF,sma_cross,"(5, 20)",long/short,-0.595,-0.02675,0.482,0.02867,0.7240782645076775,False,0.31490297313494653,False
GLD,ETF,sma_cross,"(10, 50)",long,-0.225,-0.00498,-0.259,-0.00768,0.5890103628687295,False,0.602182379753678,False
GLD,ETF,sma_cross,"(10, 50)",long/short,-0.225,-0.00997,-0.347,-0.02045,0.5890103628687295,False,0.6357043406143259,False
GLD,ETF,sma_cross,"(20, 100)",long,0.304,0.006,-0.285,-0.00846,0.3805639455784072,False,0.6121779290374987,False
GLD,ETF,sma_cross,"(20, 100)",long/short,0.304,0.012,-0.355,-0.02093,0.3805639455784072,False,0.6387052043836872,False
GLD,ETF,sma_cross,"(50, 200)",long,-0.856,-0.01694,1.212,0.03569,0.8040011102773118,False,0.11275619031716388,False
GLD,ETF,sma_cross,"(50, 200)",long/short,-0.856,-0.03388,1.198,0.06939,0.8040011102773118,False,0.11545850849188666,False
GLD,ETF,tsmom,20,long,-1.949,-0.04329,0.863,0.02571,0.9743522876396146,False,0.19406873347412623,False
GLD,ETF,tsmom,20,long/short,-1.949,-0.08658,0.853,0.05072,0.9743522876396146,False,0.1968296521018067,False
GLD,ETF,tsmom,60,long,0.503,0.01044,-0.213,-0.00634,0.3074821360792648,False,0.584336518658753,False
GLD,ETF,tsmom,60,long/short,0.503,0.02087,-0.289,-0.0171,0.3074821360792648,False,0.613709311222006,False
GLD,ETF,tsmom,120,long,0.229,0.00438,1.355,0.04016,0.40943445806275713,False,0.08770877851448622,False
GLD,ETF,tsmom,120,long/short,0.229,0.00876,1.27,0.07455,0.40943445806275713,False,0.10204231507481909,False
GLD,ETF,tsmom,250,long,-1.636,-0.03048,0.981,0.0273,0.9490802063019518,False,0.16329637077538417,False
GLD,ETF,tsmom,250,long/short,-1.636,-0.06096,1.054,0.05677,0.9490802063019518,False,0.1459414585669222,False
GLD,ETF,donchian,20,long,-1.134,-0.02634,0.136,0.00396,0.8716027259961896,False,0.4459106404823401,False
GLD,ETF,donchian,20,long/short,-1.279,-0.04859,-0.213,-0.01111,0.8995514720542075,False,0.584336518658753,False
GLD,ETF,donchian,55,long,-0.678,-0.01572,0.093,0.0027,0.7511141533919512,False,0.46295178061181175,False
GLD,ETF,donchian,55,long/short,-0.433,-0.01651,-0.644,-0.03184,0.6674926150872508,False,0.7402122830033208,False
GLD,ETF,donchian,100,long,-0.395,-0.00872,0.158,0.00462,0.6535785560137083,False,0.4372283993577415,False
GLD,ETF,donchian,100,long/short,-0.01,-0.00035,0.436,0.02199,0.5039893563146316,False,0.3314183647853287,False
GLD,ETF,rsi2,10,long,-0.731,-0.01318,-0.89,-0.02122,0.7676104235313579,False,0.8132670569628273,False
GLD,ETF,rsi2,10,long/short,-0.492,-0.01511,0.374,0.01441,0.6886403282293183,False,0.354202158090699,False
GLD,ETF,rsi2,30,long,-0.377,-0.00835,-0.711,-0.02069,0.646913197543325,False,0.7614578820978419,False
GLD,ETF,rsi2,30,long/short,-0.445,-0.01832,-0.309,-0.01655,0.6718401229374151,False,0.6213392365894783,False
GLD,ETF,rsi14,30,long,1.031,0.01181,-0.059,-0.00129,0.15127040989963325,False,0.5235239459433012,False
GLD,ETF,rsi14,30,long/short,0.752,0.01935,0.087,0.00321,0.22602552939400333,False,0.46533575605428545,False
GLD,ETF,bollinger,1.5,long,0.672,0.01296,0.073,0.00208,0.2507918481599697,False,0.4709030587560903,False
GLD,ETF,bollinger,1.5,long/short,0.628,0.02306,-0.303,-0.01551,0.2650019699938456,False,0.6190550692011259,False
GLD,ETF,bollinger,2.0,long,1.295,0.02297,0.357,0.00961,0.09766011474127456,False,0.36054590286747346,False
GLD,ETF,bollinger,2.0,long/short,0.976,0.03233,-0.178,-0.00817,0.1645322321668483,False,0.5706385121298834,False
GLD,ETF,bollinger,2.5,long,-0.066,-0.00088,1.364,0.02954,0.5263110872719229,False,0.08628378283479221,False
GLD,ETF,bollinger,2.5,long/short,0.966,0.02495,0.387,0.01278,0.16702209051761852,False,0.3493781039763386,False
GLD,ETF,weekday,0,long,-1.366,-0.025,-1.632,-0.03712,0.9140305183049888,False,0.9486602569051557,False
GLD,ETF,weekday,1,long,-0.192,-0.00363,-1.315,-0.03158,0.576128897287489,False,0.9057450487619072,False
GLD,ETF,weekday,2,long,-0.465,-0.00829,-0.008,-0.00018,0.679034271702878,False,0.5031915042004637,False
GLD,ETF,weekday,3,long,-0.277,-0.00524,-1.337,-0.03267,0.6091099469273578,False,0.9093886815817952,False
GLD,ETF,weekday,4,long,-0.431,-0.00824,2.137,0.05116,0.6667658147570998,False,0.01629899581003258,False
GLD,ETF,overnight,-,long,-0.181,-0.00405,-0.618,-0.01755,0.5718162119928942,False,0.731712330691914,False
GLD,ETF,turn_of_month,-,long,1.72,0.03254,-0.372,-0.00898,0.042716220791328974,False,0.6450535753250211,False
SLV,ETF,sma_trend,10,long,0.476,0.02042,0.625,0.03485,0.3170371889515293,False,0.26598552904870054,False
SLV,ETF,sma_trend,10,long/short,0.476,0.04084,0.695,0.07728,0.3170371889515293,False,0.24352765077984107,False
SLV,ETF,sma_trend,20,long,-0.144,-0.00614,2.159,0.12044,0.55724976518177,False,0.015425083467130674,False
SLV,ETF,sma_trend,20,long/short,-0.144,-0.01228,2.094,0.23216,0.55724976518177,False,0.018129990125074658,False
SLV,ETF,sma_trend,50,long,-0.14,-0.00597,1.019,0.05594,0.5556700048059064,False,0.15410148326362672,False
SLV,ETF,sma_trend,50,long/short,-0.14,-0.01195,0.827,0.08937,0.5556700048059064,False,0.204118530740534,False
SLV,ETF,sma_trend,100,long,-1.367,-0.05702,0.235,0.01301,0.9141873472449423,False,0.407104366610367,False
SLV,ETF,sma_trend,100,long/short,-1.367,-0.11405,0.008,0.00084,0.9141873472449423,False,0.49680849579953634,False
SLV,ETF,sma_trend,200,long,-0.953,-0.03874,0.945,0.05186,0.8297049646486987,False,0.17232943801287193,False
SLV,ETF,sma_trend,200,long/short,-0.953,-0.07747,0.986,0.10416,0.8297049646486987,False,0.1620665564289453,False
SLV,ETF,sma_cross,"(5, 20)",long,-0.967,-0.04131,0.867,0.04848,0.8332279831682811,False,0.19297100484754381,False
SLV,ETF,sma_cross,"(5, 20)",long/short,-0.967,-0.08263,0.795,0.08822,0.8332279831682811,False,0.21330675107579866,False
SLV,ETF,sma_cross,"(10, 50)",long,-0.983,-0.04175,0.403,0.02234,0.8371962806718379,False,0.34347411224566604,False
SLV,ETF,sma_cross,"(10, 50)",long/short,-0.983,-0.0835,0.204,0.02217,0.8371962806718379,False,0.4191767494551042,False
SLV,ETF,sma_cross,"(20, 100)",long,-2.113,-0.08844,-0.351,-0.0196,0.9826996160594608,False,0.6372058258006121,False
SLV,ETF,sma_cross,"(20, 100)",long/short,-2.113,-0.17688,-0.597,-0.06435,0.9826996160594608,False,0.7247463096962908,False
SLV,ETF,sma_cross,"(50, 200)",long,-1.008,-0.04073,1.006,0.05596,0.8432727688839714,False,0.1572077850312822,False
SLV,ETF,sma_cross,"(50, 200)",long/short,-1.008,-0.08145,1.058,0.11237,0.8432727688839714,False,0.14502772120163043,False
SLV,ETF,tsmom,20,long,-0.449,-0.0191,1.036,0.05787,0.6732841716789908,False,0.15010107125827743,False
SLV,ETF,tsmom,20,long/short,-0.449,-0.03819,0.963,0.10689,0.6732841716789908,False,0.16777376163418345,False
SLV,ETF,tsmom,60,long,-1.159,-0.04879,0.313,0.01748,0.8767719074772512,False,0.3771403310749243,False
SLV,ETF,tsmom,60,long/short,-1.159,-0.09757,0.107,0.01163,0.8767719074772512,False,0.45739448987786546,False
SLV,ETF,tsmom,120,long,-0.351,-0.01459,1.246,0.06902,0.6372058258006121,False,0.1063821975916528,False
SLV,ETF,tsmom,120,long/short,-0.351,-0.02919,1.134,0.1215,0.6372058258006121,False,0.1283972740038104,False
SLV,ETF,tsmom,250,long,0.018,0.00073,0.993,0.05521,0.4928194267058258,False,0.16035497723736003,False
SLV,ETF,tsmom,250,long/short,0.018,0.00147,1.029,0.10855,0.4928194267058258,False,0.151739837432192,False
SLV,ETF,donchian,20,long,-1.362,-0.05855,1.656,0.0865,0.9134010574416278,False,0.04886090941058652,False
SLV,ETF,donchian,20,long/short,-1.067,-0.07805,1.613,0.15171,0.8570140820293751,False,0.05337225389443412,False
SLV,ETF,donchian,55,long,-0.852,-0.03674,-0.448,-0.02338,0.8028929539727675,False,0.6729234016965532,False
SLV,ETF,donchian,55,long/short,-1.421,-0.10411,0.191,0.01799,0.9223416202776257,False,0.42426279657852417,False
SLV,ETF,donchian,100,long,-2.086,-0.08977,1.011,0.0523,0.9815106884690302,False,0.15600821489600847,False
SLV,ETF,donchian,100,long/short,-1.683,-0.11288,0.549,0.0509,0.9538124542882074,False,0.2915027249130375,False
SLV,ETF,rsi2,10,long,-2.065,-0.07144,-0.567,-0.02797,0.9805384998528421,False,0.7146429091921871,False
SLV,ETF,rsi2,10,long/short,-1.613,-0.09391,-1.142,-0.08404,0.9466277461055658,False,0.8732729901590157,False
SLV,ETF,rsi2,30,long,-1.506,-0.06238,0.113,0.00631,0.9339664131661687,False,0.4550152776072276,False
SLV,ETF,rsi2,30,long/short,-0.873,-0.06792,0.004,0.0004,0.8086684611398569,False,0.4984042351337684,False
SLV,ETF,rsi14,30,long,1.244,0.03694,-0.748,-0.03216,0.10674978146448555,False,0.7727699212287045,False
SLV,ETF,rsi14,30,long/short,0.753,0.04107,-1.391,-0.09245,0.22572495701024375,False,0.9178872866239531,False
SLV,ETF,bollinger,1.5,long,0.516,0.02021,-0.854,-0.04659,0.3029272046094751,False,0.8034475053075089,False
SLV,ETF,bollinger,1.5,long/short,0.701,0.051,-1.354,-0.12583,0.24165150760510168,False,0.9121318111418399,False
SLV,ETF,bollinger,2.0,long,-0.19,-0.00692,-0.736,-0.03755,0.5753454347347955,False,0.7691346511055325,False
SLV,ETF,bollinger,2.0,long/short,0.395,0.02618,-0.897,-0.0743,0.3464214439862917,False,0.8151405414875557,False
SLV,ETF,bollinger,2.5,long,-0.259,-0.00823,-0.235,-0.01033,0.602182379753678,False,0.592895633389633,False
SLV,ETF,bollinger,2.5,long/short,0.081,0.00438,-0.265,-0.01563,0.4677209762530591,False,0.604495269092554,False
SLV,ETF,weekday,0,long,-0.161,-0.00557,-1.003,-0.04425,0.5639532996795761,False,0.8420695693754723,False
SLV,ETF,weekday,1,long,-0.524,-0.01847,0.224,0.00997,0.699860730068389,False,0.4113786516169635,False
SLV,ETF,weekday,2,long,1.062,0.03557,0.552,0.0238,0.14411784259682725,False,0.29047417663514663,False
SLV,ETF,weekday,3,long,-0.828,-0.02851,-1.678,-0.07813,0.7961647500526055,False,0.9533264504928286,False
SLV,ETF,weekday,4,long,-0.957,-0.03341,0.839,0.03821,0.8307163724967899,False,0.20073465480191177,False
SLV,ETF,overnight,-,long,1.496,0.06206,0.634,0.03462,0.06732682758801078,False,0.2630404110565592,False
SLV,ETF,turn_of_month,-,long,0.682,0.0244,0.275,0.01225,0.24761947543107277,False,0.39165811915360516,False
DBC,ETF,sma_trend,10,long,0.939,0.02671,-0.229,-0.00749,0.17386537216956177,False,0.5905655419372429,False
DBC,ETF,sma_trend,10,long/short,0.939,0.05341,-0.311,-0.0203,0.17386537216956177,False,0.6220996891844188,False
DBC,ETF,sma_trend,20,long,0.036,0.00103,1.187,0.03836,0.485641179477751,False,0.11761381025368989,False
DBC,ETF,sma_trend,20,long/short,0.036,0.00206,1.155,0.07435,0.485641179477751,False,0.1240452132334503,False
DBC,ETF,sma_trend,50,long,0.513,0.0146,1.147,0.03692,0.3039756603462729,False,0.1256908104610237,False
DBC,ETF,sma_trend,50,long/short,0.513,0.02919,1.263,0.08077,0.3039756603462729,False,0.10329458985809536,False
DBC,ETF,sma_trend,100,long,0.374,0.01063,1.799,0.05735,0.354202158090699,False,0.036009340355845465,False
DBC,ETF,sma_trend,100,long/short,0.374,0.02126,1.887,0.11879,0.354202158090699,False,0.029580162825192602,False
DBC,ETF,sma_trend,200,long,-0.337,-0.00952,1.166,0.03731,0.6319415499484577,False,0.12180722273837918,False
DBC,ETF,sma_trend,200,long/short,-0.337,-0.01903,1.281,0.07995,0.6319415499484577,False,0.10009683304777695,False
DBC,ETF,sma_cross,"(5, 20)",long,-0.515,-0.01464,1.737,0.05646,0.6967234899978604,False,0.041193585434954993,False
DBC,ETF,sma_cross,"(5, 20)",long/short,-0.515,-0.02928,1.708,0.11055,0.6967234899978604,False,0.043818171238254044,False
DBC,ETF,sma_cross,"(10, 50)",long,0.951,0.02704,0.508,0.01645,0.1708021879341719,False,0.30572667160651423,False
DBC,ETF,sma_cross,"(10, 50)",long/short,0.951,0.05409,0.619,0.03984,0.1708021879341719,False,0.26795817944298517,False
DBC,ETF,sma_cross,"(20, 100)",long,0.176,0.00496,1.381,0.04456,0.4301469712233459,False,0.08363948032935464,False
DBC,ETF,sma_cross,"(20, 100)",long/short,0.176,0.00992,1.466,0.09322,0.4301469712233459,False,0.07132414342947091,False
DBC,ETF,sma_cross,"(50, 200)",long,-0.083,-0.00233,1.193,0.03849,0.5330742301924202,False,0.11643468652457023,False
DBC,ETF,sma_cross,"(50, 200)",long/short,-0.083,-0.00467,1.312,0.08231,0.5330742301924202,False,0.09476006727625852,False
DBC,ETF,tsmom,20,long,-0.182,-0.00518,1.26,0.04062,0.5722086370495298,False,0.10383468112130045,False
DBC,ETF,tsmom,20,long/short,-0.182,-0.01035,1.201,0.07711,0.5722086370495298,False,0.11487560066410252,False
DBC,ETF,tsmom,60,long,-0.158,-0.00449,1.688,0.05467,0.5627716006422585,False,0.04570561447056365,False
DBC,ETF,tsmom,60,long/short,-0.158,-0.00897,1.821,0.11687,0.5627716006422585,False,0.03430342843322898,False
DBC,ETF,tsmom,120,long,-0.185,-0.00525,1.566,0.05035,0.5733854822133744,False,0.05867430857763578,False
DBC,ETF,tsmom,120,long/short,-0.185,-0.01049,1.725,0.10907,0.5733854822133744,False,0.04226373625795232,False
DBC,ETF,tsmom,250,long,0.005,0.00016,0.416,0.01353,0.4980052969092592,False,0.3387050016078469,False
DBC,ETF,tsmom,250,long/short,0.005,0.00031,0.549,0.03428,0.4980052969092592,False,0.2915027249130375,False
DBC,ETF,donchian,20,long,-0.149,-0.00407,1.333,0.04048,0.5592231835176593,False,0.09126590190044159,False
DBC,ETF,donchian,20,long/short,0.388,0.01898,1.663,0.09429,0.3490080168015711,False,0.048156217746822993,False
DBC,ETF,donchian,55,long,0.848,0.02335,0.491,0.0148,0.19821898536604765,False,0.31171322377571387,False
DBC,ETF,donchian,55,long/short,0.459,0.02241,1.105,0.06278,0.3231170830389708,False,0.13457979456439606,False
DBC,ETF,donchian,100,long,0.217,0.00605,1.583,0.04876,0.4141041724696519,False,0.05671073219474754,False
DBC,ETF,donchian,100,long/short,0.212,0.0106,1.8,0.10431,0.41605351716122063,False,0.03593031911292577,False
DBC,ETF,rsi2,10,long,-0.784,-0.0194,-1.508,-0.04305,0.7834799448465579,False,0.9342227364917626,False
DBC,ETF,rsi2,10,long/short,-0.841,-0.03279,-0.812,-0.03354,0.7998260327922564,False,0.7916041842533688,False
DBC,ETF,rsi2,30,long,-2.753,-0.07729,-0.181,-0.0059,0.9970474051877737,False,0.5718162119928942,False
DBC,ETF,rsi2,30,long/short,-2.204,-0.11323,-0.277,-0.01573,0.986237827956559,False,0.6091099469273578,False
DBC,ETF,rsi14,30,long,-0.538,-0.0128,-1.058,-0.03269,0.7047114757040099,False,0.8549722787983696,False
DBC,ETF,rsi14,30,long/short,-0.345,-0.01243,-0.578,-0.02517,0.6349528146341984,False,0.71836794038374,False
DBC,ETF,bollinger,1.5,long,-0.733,-0.02011,-1.639,-0.05322,0.7682207853025955,False,0.9493933701531961,False
DBC,ETF,bollinger,1.5,long/short,-0.467,-0.02215,-1.6,-0.08769,0.6797500609641915,False,0.945200708300442,False
DBC,ETF,bollinger,2.0,long,-0.145,-0.00377,-1.336,-0.04209,0.5576445641049235,False,0.9092253633477508,False
DBC,ETF,bollinger,2.0,long/short,0.044,0.00188,-1.186,-0.05908,0.48245220193445026,False,0.8821888502380139,False
DBC,ETF,bollinger,2.5,long,0.584,0.01216,-1.573,-0.04552,0.27961015601934924,False,0.9421405908935983,False
DBC,ETF,bollinger,2.5,long/short,1.4,0.04091,-1.042,-0.03585,0.08075665923377118,False,0.8512941605263182,False
DBC,ETF,weekday,0,long,-0.852,-0.01984,-2.377,-0.06477,0.8028929539727675,False,0.9912729559363818,False
DBC,ETF,weekday,1,long,-0.887,-0.02064,-1.124,-0.02869,0.8124605497583973,False,0.8694934870274396,False
DBC,ETF,weekday,2,long,-0.332,-0.00792,0.764,0.02027,0.6300553704966316,False,0.22243362129945354,False
DBC,ETF,weekday,3,long,-0.965,-0.02025,0.475,0.01287,0.8327275941086049,False,0.3173934866412591,False
DBC,ETF,weekday,4,long,0.825,0.01826,0.403,0.00993,0.20468579534725262,False,0.34347411224566604,False
DBC,ETF,overnight,-,long,-0.026,-0.00074,-1.284,-0.04455,0.5103713307740072,False,0.9004290222897758,False
DBC,ETF,turn_of_month,-,long,-0.794,-0.01882,0.357,0.00971,0.7864022843256198,False,0.36054590286747346,False
USO,ETF,sma_trend,10,long,1.264,0.07642,-0.083,-0.00448,0.10311501347578145,False,0.5330742301924202,False
USO,ETF,sma_trend,10,long/short,1.264,0.15283,-0.039,-0.00416,0.10311501347578145,False,0.5155548056924939,False
USO,ETF,sma_trend,20,long,-0.073,-0.00432,0.26,0.01373,0.5290969412439097,False,0.3974318867982395,False
USO,ETF,sma_trend,20,long/short,-0.073,-0.00864,0.266,0.02811,0.5290969412439097,False,0.3951196045113149,False
USO,ETF,sma_trend,50,long,-0.646,-0.03802,1.778,0.09084,0.7408603222944731,False,0.037701927443980265,False
USO,ETF,sma_trend,50,long/short,-0.646,-0.07603,1.761,0.17965,0.7408603222944731,False,0.03911920149973536,False
USO,ETF,sma_trend,100,long,-0.07,-0.00412,1.592,0.07974,0.5279031701805211,False,0.05569235227600755,False
USO,ETF,sma_trend,100,long/short,-0.07,-0.00824,1.584,0.15821,0.5279031701805211,False,0.05659685954874627,False
USO,ETF,sma_trend,200,long,-0.86,-0.05047,1.218,0.05907,0.8051054787481916,False,0.1116119863725209,False
USO,ETF,sma_trend,200,long/short,-0.86,-0.10093,0.883,0.08537,0.8051054787481916,False,0.18861813575583675,False
USO,ETF,sma_cross,"(5, 20)",long,0.416,0.02503,1.633,0.08642,0.3387050016078469,False,0.05123449833431226,False
USO,ETF,sma_cross,"(5, 20)",long/short,0.416,0.05005,1.641,0.17349,0.3387050016078469,False,0.05039870759759546,False
USO,ETF,sma_cross,"(10, 50)",long,0.42,0.02473,1.406,0.07221,0.3372427268482495,False,0.07986206238578486,False
USO,ETF,sma_cross,"(10, 50)",long/short,0.42,0.04946,1.389,0.14239,0.3372427268482495,False,0.08241637502408494,False
USO,ETF,sma_cross,"(20, 100)",long,0.123,0.00721,0.603,0.03078,0.4510535489835632,False,0.27325434460573084,False
USO,ETF,sma_cross,"(20, 100)",long/short,0.123,0.01443,0.593,0.06028,0.4510535489835632,False,0.27659057612764215,False
USO,ETF,sma_cross,"(50, 200)",long,-0.454,-0.02728,0.966,0.04881,0.6750855866028258,False,0.16702209051761852,False
USO,ETF,sma_cross,"(50, 200)",long/short,-0.454,-0.05455,0.647,0.06486,0.6750855866028258,False,0.2588159717378703,False
USO,ETF,tsmom,20,long,1.061,0.06255,1.065,0.0554,0.14434495058565266,False,0.1434379648767511,False
USO,ETF,tsmom,20,long/short,1.061,0.12509,1.08,0.11227,0.14434495058565266,False,0.14007109008876906,False
USO,ETF,tsmom,60,long,0.195,0.01159,1.754,0.09026,0.4226964738106549,False,0.03971525357297867,False
USO,ETF,tsmom,60,long/short,0.195,0.02318,1.822,0.187,0.4226964738106549,False,0.03422749282527793,False
USO,ETF,tsmom,120,long,0.034,0.00204,1.349,0.06783,0.486438575351159,False,0.08866848304546515,False
USO,ETF,tsmom,120,long/short,0.034,0.00407,1.217,0.12206,0.486438575351159,False,0.11180210792944423,False
USO,ETF,tsmom,250,long,-0.169,-0.00985,0.045,0.00217,0.5671016793004424,False,0.48205365447786097,False
USO,ETF,tsmom,250,long/short,-0.169,-0.01971,-0.146,-0.0141,0.5671016793004424,False,0.5580393057863879,False
USO,ETF,donchian,20,long,1.039,0.05538,0.582,0.02712,0.1494023681333072,False,0.2802833404376439,False
USO,ETF,donchian,20,long/short,1.008,0.10421,0.883,0.07928,0.1567272311160286,False,0.18861813575583675,False
USO,ETF,donchian,55,long,0.504,0.02707,0.962,0.04274,0.3071306884915911,False,0.16802480196774705,False
USO,ETF,donchian,55,long/short,0.298,0.03109,1.321,0.11646,0.38285158181168544,False,0.09325068210951049,False
USO,ETF,donchian,100,long,0.304,0.01634,1.623,0.07567,0.3805639455784072,False,0.05229470243386303,False
USO,ETF,donchian,100,long/short,0.515,0.05366,1.516,0.13966,0.3032765100021396,False,0.0647596762031547,False
USO,ETF,rsi2,10,long,-1.029,-0.05945,-0.284,-0.01352,0.848260162567808,False,0.611794809678669,False
USO,ETF,rsi2,10,long/short,-0.343,-0.02915,-0.545,-0.0372,0.6342007699223756,False,0.7071232411941949,False
USO,ETF,rsi2,30,long,-2.306,-0.14327,0.375,0.02045,0.989444683832181,False,0.35383023332727626,False
USO,ETF,rsi2,30,long/short,-1.656,-0.18443,0.099,0.00937,0.9511390905894135,False,0.46056913505257324,False
USO,ETF,rsi14,30,long,-1.322,-0.08078,-0.913,-0.04775,0.9069159245416514,False,0.819378729229794,False
USO,ETF,rsi14,30,long/short,-0.919,-0.07235,-0.758,-0.05009,0.8209522138993907,False,0.7757745086334836,False
USO,ETF,bollinger,1.5,long,0.08,0.00496,-1.394,-0.07628,0.46811862798601267,False,0.9183411976775191,False
USO,ETF,bollinger,1.5,long/short,-0.369,-0.0366,-1.313,-0.11431,0.6439361376133672,False,0.9054085259133361,False
USO,ETF,bollinger,2.0,long,0.04,0.00246,-1.315,-0.07005,0.4840465631471692,False,0.9057450487619072,False
USO,ETF,bollinger,2.0,long/short,-0.071,-0.00638,-0.898,-0.06762,0.5283011222538723,False,0.8154072252677512,False
USO,ETF,bollinger,2.5,long,0.191,0.01082,-1.339,-0.05751,0.42426279657852417,False,0.9097146635468911,False
USO,ETF,bollinger,2.5,long/short,0.441,0.03096,-0.758,-0.03909,0.329606498496507,False,0.7757745086334836,False
USO,ETF,weekday,0,long,-1.22,-0.06496,-2.63,-0.11507,0.8887675625521654,False,0.9957307565909106,False
USO,ETF,weekday,1,long,-1.236,-0.06269,-0.71,-0.03035,0.8917707181668116,False,0.7611479319100133,False
USO,ETF,weekday,2,long,-0.024,-0.00124,1.202,0.05588,0.5095736956460306,False,0.11468176404410912,False
USO,ETF,weekday,3,long,0.638,0.02918,0.79,0.03507,0.2617368400444795,False,0.214763884163637,False
USO,ETF,weekday,4,long,1.053,0.04932,0.099,0.00408,0.14617049603938015,False,0.46056913505257324,False
USO,ETF,overnight,-,long,0.75,0.04476,-3.297,-0.1724,0.22662735237686826,False,0.9995113824938359,False
USO,ETF,turn_of_month,-,long,-0.079,-0.00398,0.889,0.0412,0.5314836884676253,False,0.18700153990208856,False
UNG,ETF,sma_trend,10,long,0.136,0.01165,-0.881,-0.06288,0.4459106404823401,False,0.8108410900047762,False
UNG,ETF,sma_trend,10,long/short,0.136,0.0233,-0.869,-0.12388,0.4459106404823401,False,0.8075764346151973,False
UNG,ETF,sma_trend,20,long,-0.35,-0.03001,-0.699,-0.04904,0.636830651175619,False,0.757723984581248,False
UNG,ETF,sma_trend,20,long/short,-0.35,-0.06002,-0.667,-0.09346,0.636830651175619,False,0.7476139332890817,False
UNG,ETF,sma_trend,50,long,0.607,0.05175,-0.799,-0.05371,0.27192545607022134,False,0.787854794004625,False
UNG,ETF,sma_trend,50,long/short,0.607,0.1035,-0.864,-0.11588,0.27192545607022134,False,0.8062060547234208,False
UNG,ETF,sma_trend,100,long,0.307,0.02594,0.097,0.00582,0.3794216861102565,False,0.46136319722522656,False
UNG,ETF,sma_trend,100,long/short,0.307,0.05188,-0.102,-0.01224,0.3794216861102565,False,0.5406216624575756,False
UNG,ETF,sma_trend,200,long,0.304,0.0256,0.936,0.04816,0.3805639455784072,False,0.1746365938565806,False
UNG,ETF,sma_trend,200,long/short,0.304,0.0512,1.013,0.10706,0.3805639455784072,False,0.15553008046452665,False
UNG,ETF,sma_cross,"(5, 20)",long,-0.738,-0.06337,-0.444,-0.03097,0.7697427754349283,False,0.6714787080441088,False
UNG,ETF,sma_cross,"(5, 20)",long/short,-0.738,-0.12675,-0.411,-0.05731,0.7697427754349283,False,0.6594637326490373,False
UNG,ETF,sma_cross,"(10, 50)",long,0.301,0.02565,0.378,0.02503,0.3817072472615891,False,0.3527152969878239,False
UNG,ETF,sma_cross,"(10, 50)",long/short,0.301,0.0513,0.315,0.04159,0.3817072472615891,False,0.3763808269325486,False
UNG,ETF,sma_cross,"(20, 100)",long,-0.273,-0.02311,0.092,0.0055,0.6075733922130369,False,0.4633490197964505,False
UNG,ETF,sma_cross,"(20, 100)",long/short,-0.273,-0.04622,-0.107,-0.01288,0.6075733922130369,False,0.5426055101221345,False
UNG,ETF,sma_cross,"(50, 200)",long,1.004,0.08432,0.155,0.00831,0.1576893067940187,False,0.4384106586527532,False
