asset,klasse,regel,parameter,richtung,t_entdeckung,alpha_pa_entdeckung,t_bestaetigung,alpha_pa_bestaetigung,p_entdeckung,stufe1,p_bestaetigung,bestanden
NZDUSD,FX,tsmom,120,long,-2.19,-0.03497,-0.074,-0.00143,0.9857378815893311,False,0.529494807368903,False
NZDUSD,FX,tsmom,120,long/short,-2.19,-0.06993,-0.116,-0.00443,0.9857378815893311,False,0.5461737291019273,False
NZDUSD,FX,tsmom,250,long,-0.293,-0.00436,-0.643,-0.01257,0.615238924153892,False,0.7398879500582639,False
NZDUSD,FX,tsmom,250,long/short,-0.293,-0.00873,-0.452,-0.01693,0.615238924153892,False,0.6743655087796794,False
NZDUSD,FX,donchian,20,long,-1.113,-0.01747,-0.044,-0.00082,0.8671457852555063,False,0.5175477980655497,False
NZDUSD,FX,donchian,20,long/short,-0.724,-0.02015,-0.041,-0.00139,0.7654671324637832,False,0.5163520520682414,False
NZDUSD,FX,donchian,55,long,-1.147,-0.01736,-0.255,-0.00459,0.8743091895389763,False,0.6006384503843825,False
NZDUSD,FX,donchian,55,long/short,-1.422,-0.0393,-0.189,-0.00626,0.9224868745288028,False,0.5749535916049989,False
NZDUSD,FX,donchian,100,long,-1.622,-0.02394,-0.014,-0.00025,0.9475983259329622,False,0.505585009481381,False
NZDUSD,FX,donchian,100,long/short,-1.94,-0.05193,0.238,0.0081,0.9738101550595473,False,0.4059405471011941,False
NZDUSD,FX,rsi2,10,long,-1.002,-0.0119,0.459,0.0075,0.8418282035764547,False,0.3231170830389708,False
NZDUSD,FX,rsi2,10,long/short,1.0,0.01901,0.387,0.00957,0.15865525393145719,False,0.3493781039763386,False
NZDUSD,FX,rsi2,30,long,-0.57,-0.00892,-0.673,-0.01307,0.7156611509536759,False,0.7495263545390305,False
NZDUSD,FX,rsi2,30,long/short,0.293,0.00834,-1.047,-0.03604,0.38476107584610797,False,0.8524502109044503,False
NZDUSD,FX,rsi14,30,long,0.154,0.00191,-0.657,-0.01134,0.4388048677925386,False,0.7444095417686155,False
NZDUSD,FX,rsi14,30,long/short,0.388,0.00657,0.493,0.01192,0.3490080168015711,False,0.3110062936704372,False
NZDUSD,FX,bollinger,1.5,long,-0.354,-0.00541,0.357,0.00688,0.6383305583821042,False,0.36054590286747346,False
NZDUSD,FX,bollinger,1.5,long/short,0.556,0.01487,0.402,0.01318,0.2891054273862115,False,0.34384201313736484,False
NZDUSD,FX,bollinger,2.0,long,-0.935,-0.01317,0.652,0.01215,0.8251058502867781,False,0.2572005861989244,False
NZDUSD,FX,bollinger,2.0,long/short,0.234,0.00548,0.792,0.02329,0.4074924893315809,False,0.21418033811653736,False
NZDUSD,FX,bollinger,2.5,long,0.96,0.00885,0.594,0.00884,0.16852760746683781,False,0.27625605648715923,False
NZDUSD,FX,bollinger,2.5,long/short,1.359,0.01961,0.606,0.01147,0.08707329435270716,False,0.27225737660740545,False
NZDUSD,FX,weekday,0,long,1.397,0.01546,-1.193,-0.01849,0.0812067855597971,False,0.8835653134754299,False
NZDUSD,FX,weekday,1,long,-1.116,-0.01378,-0.975,-0.01536,0.8677889326968756,False,0.8352198700196896,False
NZDUSD,FX,weekday,2,long,0.064,0.0009,-0.807,-0.0133,0.4744851134046951,False,0.7901667584243461,False
NZDUSD,FX,weekday,3,long,-1.224,-0.01573,0.913,0.01368,0.8895238862344754,False,0.18062127077020596,False
NZDUSD,FX,weekday,4,long,0.0,0.0,0.0,0.0,0.5,False,0.5,False
BTC,Krypto,sma_trend,10,long,1.399,0.27052,-0.417,-0.0481,0.08090649153258012,False,0.6616607961426298,False
BTC,Krypto,sma_trend,10,long/short,1.405,0.54304,-0.417,-0.09619,0.08001063913603357,False,0.6616607961426298,False
BTC,Krypto,sma_trend,20,long,1.929,0.37169,0.146,0.01684,0.026865431113912153,False,0.44196069421361195,False
BTC,Krypto,sma_trend,20,long/short,1.935,0.74262,0.146,0.03367,0.026495147841462896,False,0.44196069421361195,False
BTC,Krypto,sma_trend,50,long,2.681,0.51829,1.305,0.15068,0.003670125797114565,False,0.09594642389398766,False
BTC,Krypto,sma_trend,50,long/short,2.68,1.01083,1.305,0.30136,0.0036811080091749826,False,0.09594642389398766,False
BTC,Krypto,sma_trend,100,long,1.343,0.26018,1.444,0.16544,0.08963598692289532,False,0.07436948767025864,False
BTC,Krypto,sma_trend,100,long/short,1.68,0.62097,1.444,0.33087,0.04647865786371996,False,0.07436948767025864,False
BTC,Krypto,sma_trend,200,long,-0.097,-0.01811,1.836,0.21219,0.5386368027747734,False,0.03317882832626262,False
BTC,Krypto,sma_trend,200,long/short,0.139,0.04628,1.836,0.42438,0.4447250745239917,False,0.03317882832626262,False
BTC,Krypto,sma_cross,"(5, 20)",long,1.677,0.32451,-0.145,-0.01678,0.04677124092336382,False,0.5576445641049235,False
BTC,Krypto,sma_cross,"(5, 20)",long/short,1.683,0.64825,-0.145,-0.03355,0.04618754571179262,False,0.5576445641049235,False
BTC,Krypto,sma_cross,"(10, 50)",long,1.817,0.35168,0.823,0.09535,0.03460855667286711,False,0.2052539967128738,False
BTC,Krypto,sma_cross,"(10, 50)",long/short,1.8,0.67762,0.823,0.1907,0.03593031911292577,False,0.2052539967128738,False
BTC,Krypto,sma_cross,"(20, 100)",long,0.379,0.073,0.853,0.09766,0.3523439319214905,False,0.1968296521018067,False
BTC,Krypto,sma_cross,"(20, 100)",long/short,0.681,0.2466,0.853,0.19532,0.2479357452157922,False,0.1968296521018067,False
BTC,Krypto,sma_cross,"(50, 200)",long,-0.263,-0.05095,0.638,0.07394,0.6037247104425382,False,0.2617368400444795,False
BTC,Krypto,sma_cross,"(50, 200)",long/short,-0.061,-0.0194,0.638,0.14788,0.5243203954714286,False,0.2617368400444795,False
BTC,Krypto,tsmom,20,long,2.62,0.50582,0.285,0.033,0.004396488348121341,False,0.3878220709625013,False
BTC,Krypto,tsmom,20,long/short,2.663,1.02317,0.285,0.06601,0.0038723707064032276,False,0.3878220709625013,False
BTC,Krypto,tsmom,60,long,2.035,0.39355,0.97,0.11225,0.02092543649021561,False,0.16602324606352958,False
BTC,Krypto,tsmom,60,long/short,2.204,0.82406,0.97,0.2245,0.01376217204344099,False,0.16602324606352958,False
BTC,Krypto,tsmom,120,long,-0.783,-0.15164,1.651,0.18812,0.7831864439762057,False,0.04936928744828628,False
BTC,Krypto,tsmom,120,long/short,-0.147,-0.05206,1.651,0.37623,0.5584339898397788,False,0.04936928744828628,False
BTC,Krypto,tsmom,250,long,0.351,0.06767,1.714,0.1972,0.36279417419938786,False,0.04326436293366065,False
BTC,Krypto,tsmom,250,long/short,0.492,0.15427,1.714,0.3944,0.3113596717706817,False,0.04326436293366065,False
BTC,Krypto,donchian,20,long,1.858,0.34626,1.017,0.11317,0.03158450715396133,False,0.15457671470596268,False
BTC,Krypto,donchian,20,long/short,1.68,0.57176,0.747,0.15453,0.04647865786371996,False,0.22753178041744382,False
BTC,Krypto,donchian,55,long,1.664,0.321,1.139,0.12396,0.04805621469593402,False,0.1273515770986703,False
BTC,Krypto,donchian,55,long/short,1.721,0.58216,0.956,0.19232,0.04262541194544889,False,0.1695361172439689,False
BTC,Krypto,donchian,100,long,1.499,0.28889,0.809,0.08524,0.06693681602969737,False,0.20925757313650517,False
BTC,Krypto,donchian,100,long/short,0.703,0.21773,0.755,0.15041,0.24102787473763376,False,0.22512449110992705,False
BTC,Krypto,rsi2,10,long,-1.108,-0.19709,-0.688,-0.07368,0.8660690920501981,False,0.7542736093159547,False
BTC,Krypto,rsi2,10,long/short,-2.463,-0.71182,-0.888,-0.14819,0.993111004207108,False,0.8127296243442319,False
BTC,Krypto,rsi2,30,long,-2.868,-0.5532,-1.345,-0.15655,0.9979346223331008,False,0.9106873827156629,False
BTC,Krypto,rsi2,30,long/short,-2.924,-1.03637,-1.467,-0.30612,0.9982721762662257,False,0.9288119723262493,False
BTC,Krypto,rsi14,30,long,-0.378,-0.05937,0.62,0.06208,0.6472847030121761,False,0.2676288934689831,False
BTC,Krypto,rsi14,30,long/short,-1.432,-0.38462,-0.868,-0.13537,0.9239280893413875,False,0.8073028336781728,False
BTC,Krypto,bollinger,1.5,long,-1.614,-0.30735,0.006,0.00067,0.9467362868565512,False,0.497606360679436,False
BTC,Krypto,bollinger,1.5,long/short,-2.485,-0.84213,-0.454,-0.08931,0.9935224282681322,False,0.6750855866028258,False
BTC,Krypto,bollinger,2.0,long,-1.224,-0.22305,-0.37,-0.0412,0.8895238862344754,False,0.6443087548005467,False
BTC,Krypto,bollinger,2.0,long/short,-1.962,-0.60072,-0.053,-0.00949,0.9751187578733014,False,0.521134046142465,False
BTC,Krypto,bollinger,2.5,long,-0.505,-0.07785,0.395,0.04038,0.6932205820111423,False,0.3464214439862917,False
BTC,Krypto,bollinger,2.5,long/short,-1.614,-0.38873,-0.546,-0.08331,0.9467362868565512,False,0.7074670313955398,False
BTC,Krypto,weekday,0,long,0.042,0.00616,0.256,0.02474,0.48324934905923544,False,0.39897541865743413,False
BTC,Krypto,weekday,1,long,-1.717,-0.23018,-1.81,-0.14498,0.9570104140054589,False,0.9648521064159612,False
BTC,Krypto,weekday,2,long,0.423,0.05733,-0.046,-0.00414,0.33614763052910746,False,0.5183448750444979,False
BTC,Krypto,weekday,3,long,-2.513,-0.4122,-3.284,-0.2798,0.9940145332538949,False,0.9994882753880991,False
BTC,Krypto,weekday,4,long,0.258,0.0351,-1.498,-0.1336,0.3982034536122978,False,0.9329333747712578,False
ETH,Krypto,sma_trend,10,long,1.066,0.26025,-0.356,-0.05532,0.14321182095320895,False,0.6390797174095553,False
ETH,Krypto,sma_trend,10,long/short,1.107,0.54014,-0.356,-0.11065,0.13414696416518312,False,0.6390797174095553,False
ETH,Krypto,sma_trend,20,long,1.992,0.48601,0.539,0.08499,0.023185528942183842,False,0.2949434272772652,False
ETH,Krypto,sma_trend,20,long/short,2.004,0.97025,0.539,0.16999,0.02253503021103387,False,0.2949434272772652,False
ETH,Krypto,sma_trend,50,long,1.563,0.38186,1.853,0.28718,0.05902629741121823,False,0.03194117932727769,False
ETH,Krypto,sma_trend,50,long/short,1.536,0.7301,1.853,0.57436,0.06226919017305099,False,0.03194117932727769,False
ETH,Krypto,sma_trend,100,long,1.066,0.25793,0.775,0.11932,0.14321182095320895,False,0.2191698297933774,False
ETH,Krypto,sma_trend,100,long/short,1.254,0.57644,0.775,0.23864,0.10492100271676386,False,0.2191698297933774,False
ETH,Krypto,sma_trend,200,long,0.379,0.09262,1.254,0.18684,0.3523439319214905,False,0.10492100271676386,False
ETH,Krypto,sma_trend,200,long/short,0.736,0.316,1.254,0.37367,0.23086534889446753,False,0.10492100271676386,False
ETH,Krypto,sma_cross,"(5, 20)",long,1.957,0.47755,-0.251,-0.03953,0.025173734177970752,False,0.5990929454058069,False
ETH,Krypto,sma_cross,"(5, 20)",long/short,1.971,0.95376,-0.251,-0.07906,0.02436193790802521,False,0.5990929454058069,False
ETH,Krypto,sma_cross,"(10, 50)",long,1.65,0.39957,1.186,0.18478,0.0494714680336481,False,0.11781114976198626,False
ETH,Krypto,sma_cross,"(10, 50)",long/short,1.635,0.76552,1.186,0.36957,0.05102452381123812,False,0.11781114976198626,False
ETH,Krypto,sma_cross,"(20, 100)",long,0.953,0.22499,0.767,0.11718,0.1702950353513013,False,0.22154075776325488,False
ETH,Krypto,sma_cross,"(20, 100)",long/short,1.153,0.51056,0.767,0.23435,0.12445519225097645,False,0.22154075776325488,False
ETH,Krypto,sma_cross,"(50, 200)",long,0.254,0.06205,-0.155,-0.02346,0.3997477790497421,False,0.5615893413472468,False
ETH,Krypto,sma_cross,"(50, 200)",long/short,0.6,0.25487,-0.155,-0.04693,0.27425311775007355,False,0.5615893413472468,False
ETH,Krypto,tsmom,20,long,1.78,0.43395,-0.203,-0.03174,0.037537980348516964,False,0.5804324838940839,False
ETH,Krypto,tsmom,20,long/short,1.827,0.88209,-0.203,-0.06347,0.03384988469743766,False,0.5804324838940839,False
ETH,Krypto,tsmom,60,long,1.274,0.3032,1.677,0.25934,0.10133170808582115,False,0.04677124092336382,False
ETH,Krypto,tsmom,60,long/short,1.318,0.60025,1.677,0.51868,0.09375182395580595,False,0.04677124092336382,False
ETH,Krypto,tsmom,120,long,0.333,0.07969,0.832,0.1278,0.36956714157750203,False,0.2027044722536997,False
ETH,Krypto,tsmom,120,long/short,0.647,0.2851,0.832,0.25561,0.2588159717378703,False,0.2027044722536997,False
ETH,Krypto,tsmom,250,long,0.449,0.10955,0.076,0.01199,0.3267158283210092,False,0.4697095490997434,False
ETH,Krypto,tsmom,250,long/short,0.667,0.28111,0.076,0.02397,0.25238606671091834,False,0.4697095490997434,False
ETH,Krypto,donchian,20,long,2.693,0.64659,0.094,0.01411,0.0035406134508155773,False,0.4625545783686962,False
ETH,Krypto,donchian,20,long/short,2.559,1.10816,0.153,0.04257,0.005248687070136926,False,0.43919913764520124,False
ETH,Krypto,donchian,55,long,1.927,0.46761,1.12,0.15901,0.026989814967702808,False,0.1313568810427308,False
ETH,Krypto,donchian,55,long/short,1.945,0.76455,1.374,0.36485,0.025887489154825194,False,0.08472084121072632,False
ETH,Krypto,donchian,100,long,0.453,0.11068,1.255,0.16864,0.32527437075994214,False,0.10473937998292238,False
ETH,Krypto,donchian,100,long/short,0.377,0.15654,0.578,0.14705,0.353086802456675,False,0.28163205961626003,False
ETH,Krypto,rsi2,10,long,-1.234,-0.26852,-0.955,-0.14088,0.8913985478784757,False,0.8302111515196839,False
ETH,Krypto,rsi2,10,long/short,-1.578,-0.54387,-2.307,-0.4977,0.9427171950981593,False,0.9894725899460741,False
ETH,Krypto,rsi2,30,long,-1.73,-0.42038,-1.424,-0.22528,0.9581848623864051,False,0.9227767639653962,False
ETH,Krypto,rsi2,30,long/short,-1.909,-0.84748,-0.991,-0.27751,0.9718689541668117,False,0.8391572098660621,False
ETH,Krypto,rsi14,30,long,-0.455,-0.08242,-1.097,-0.15919,0.6754453805820554,False,0.863679303949822,False
ETH,Krypto,rsi14,30,long/short,-1.141,-0.38531,-1.117,-0.24146,0.8730650385022268,False,0.868002837405928,False
ETH,Krypto,bollinger,1.5,long,-1.846,-0.4362,-0.526,-0.08261,0.9675538972841476,False,0.700555896513047,False
ETH,Krypto,bollinger,1.5,long/short,-2.357,-1.00358,-0.72,-0.19911,0.9907883765704263,False,0.7642375022207488,False
ETH,Krypto,bollinger,2.0,long,-0.749,-0.16336,-0.823,-0.12436,0.7730713972864207,False,0.7947460032871262,False
ETH,Krypto,bollinger,2.0,long/short,-1.267,-0.48714,-1.098,-0.26658,0.8974223550543635,False,0.8638977553640502,False
ETH,Krypto,bollinger,2.5,long,-0.443,-0.07722,-0.697,-0.09571,0.6711171326469739,False,0.7570986030954108,False
ETH,Krypto,bollinger,2.5,long/short,-0.534,-0.16447,-1.3,-0.27479,0.7033292329655813,False,0.9031995154143897,False
ETH,Krypto,weekday,0,long,-0.532,-0.09862,0.126,0.01556,0.7026370022479587,False,0.4498659622877338,False
ETH,Krypto,weekday,1,long,-1.302,-0.22119,-2.189,-0.23007,0.9035418071979995,False,0.9857015799907316,False
ETH,Krypto,weekday,2,long,-0.397,-0.06833,0.684,0.08485,0.6543162696966331,False,0.24698758289778677,False
ETH,Krypto,weekday,3,long,-2.74,-0.52957,-2.615,-0.31723,0.9969280407813496,False,0.9955386272257115,False
ETH,Krypto,weekday,4,long,0.485,0.08477,-0.95,-0.10989,0.3138381727569113,False,0.8289438736915181,False
BNB,Krypto,sma_trend,10,long,0.621,0.18981,0.208,0.02652,0.2672998115889922,False,0.4176144836767489,False
BNB,Krypto,sma_trend,10,long/short,0.594,0.35993,0.208,0.05304,0.27625605648715923,False,0.4176144836767489,False
BNB,Krypto,sma_trend,20,long,1.052,0.31295,0.804,0.1036,0.14639977481530053,False,0.21069848750487108,False
BNB,Krypto,sma_trend,20,long/short,1.101,0.64452,0.804,0.20721,0.1354483285804049,False,0.21069848750487108,False
BNB,Krypto,sma_trend,50,long,1.137,0.35125,1.093,0.14094,0.12776914283137897,False,0.1371968998740989,False
BNB,Krypto,sma_trend,50,long/short,1.606,0.92881,1.093,0.28188,0.05413695497803084,False,0.1371968998740989,False
BNB,Krypto,sma_trend,100,long,0.56,0.17566,0.829,0.10695,0.28773971884902705,False,0.20355220361365278,False
BNB,Krypto,sma_trend,100,long/short,0.709,0.36485,0.829,0.21391,0.23916223842057194,False,0.20355220361365278,False
BNB,Krypto,sma_trend,200,long,0.333,0.10447,-0.407,-0.05253,0.36956714157750203,False,0.6579960059026995,False
BNB,Krypto,sma_trend,200,long/short,0.462,0.21776,-0.407,-0.10505,0.3220406602243068,False,0.6579960059026995,False
BNB,Krypto,sma_cross,"(5, 20)",long,1.901,0.57023,0.679,0.08747,0.028651006307711446,False,0.24856893097448063,False
BNB,Krypto,sma_cross,"(5, 20)",long/short,1.962,1.15906,0.679,0.17493,0.02488124212669862,False,0.24856893097448063,False
BNB,Krypto,sma_cross,"(10, 50)",long,1.084,0.32865,0.873,0.1125,0.13918239942009802,False,0.1913315388601431,False
BNB,Krypto,sma_cross,"(10, 50)",long/short,1.572,0.88361,0.873,0.225,0.057975275608238896,False,0.1913315388601431,False
BNB,Krypto,sma_cross,"(20, 100)",long,0.622,0.19517,0.619,0.07965,0.2669709340053912,False,0.26795817944298517,False
BNB,Krypto,sma_cross,"(20, 100)",long/short,0.823,0.40386,0.619,0.15931,0.2052539967128738,False,0.26795817944298517,False
BNB,Krypto,sma_cross,"(50, 200)",long,-0.312,-0.09805,0.257,0.03279,0.6224797383331616,False,0.3985893865361162,False
BNB,Krypto,sma_cross,"(50, 200)",long/short,-0.423,-0.18727,0.257,0.06559,0.6638523694708925,False,0.3985893865361162,False
BNB,Krypto,tsmom,20,long,2.15,0.6386,-0.408,-0.05267,0.015777607391090576,False,0.6583631625489574,False
BNB,Krypto,tsmom,20,long/short,2.21,1.29165,-0.408,-0.10533,0.013552581146419995,False,0.6583631625489574,False
BNB,Krypto,tsmom,60,long,-0.359,-0.10869,0.584,0.07533,0.6402024553629672,False,0.27961015601934924,False
BNB,Krypto,tsmom,60,long/short,0.13,0.06455,0.584,0.15066,0.44828321334543886,False,0.27961015601934924,False
BNB,Krypto,tsmom,120,long,0.298,0.0937,0.575,0.0739,0.38285158181168544,False,0.28264564849720064,False
BNB,Krypto,tsmom,120,long/short,0.398,0.19416,0.575,0.1478,0.3453150928736535,False,0.28264564849720064,False
BNB,Krypto,tsmom,250,long,-0.138,-0.04339,-0.178,-0.02286,0.5548797912262711,False,0.5706385121298834,False
BNB,Krypto,tsmom,250,long/short,-0.263,-0.11983,-0.178,-0.04573,0.6037247104425382,False,0.5706385121298834,False
BNB,Krypto,donchian,20,long,1.171,0.36234,0.455,0.05747,0.12079938857581829,False,0.3245546194179446,False
BNB,Krypto,donchian,20,long/short,1.418,0.76997,0.053,0.01236,0.0780953823858832,False,0.47886595385753505,False
BNB,Krypto,donchian,55,long,0.098,0.0309,0.733,0.09332,0.4609661466843784,False,0.23177921469740448,False
BNB,Krypto,donchian,55,long/short,0.663,0.31534,0.646,0.15199,0.2536652770386165,False,0.2591396777055269,False
BNB,Krypto,donchian,100,long,0.474,0.14563,0.827,0.10437,0.3177499536125785,False,0.204118530740534,False
BNB,Krypto,donchian,100,long/short,0.686,0.28031,0.278,0.06377,0.24635655420219882,False,0.39050617937644905,False
BNB,Krypto,rsi2,10,long,-1.018,-0.25814,0.501,0.05953,0.8456610219615869,False,0.30818556145954223,False
BNB,Krypto,rsi2,10,long/short,-0.854,-0.3979,-0.881,-0.16172,0.8034475053075089,False,0.8108410900047762,False
BNB,Krypto,rsi2,30,long,-1.902,-0.55433,-0.971,-0.12517,0.9714144227017436,False,0.8342258607111078,False
BNB,Krypto,rsi2,30,long/short,-1.789,-1.00225,-1.397,-0.32125,0.9631925922224911,False,0.9187932144402028,False
BNB,Krypto,rsi14,30,long,-0.492,-0.09674,0.632,0.06697,0.6886403282293183,False,0.2636934386118963,False
BNB,Krypto,rsi14,30,long/short,-1.034,-0.44137,0.185,0.03378,0.8494319183832958,False,0.4266145177866256,False
BNB,Krypto,bollinger,1.5,long,-1.228,-0.33114,-0.503,-0.06295,0.8902765160110223,False,0.6925178639207352,False
BNB,Krypto,bollinger,1.5,long/short,-1.101,-0.58268,-0.922,-0.20663,0.8645516714195952,False,0.8217357121681667,False
BNB,Krypto,bollinger,2.0,long,-0.825,-0.21334,0.012,0.00143,0.7953142046527473,False,0.49521280752807784,False
BNB,Krypto,bollinger,2.0,long/short,-1.004,-0.5084,-0.474,-0.09661,0.8423106932059813,False,0.6822500463874215,False
BNB,Krypto,bollinger,2.5,long,0.475,0.09047,-0.241,-0.02509,0.3173934866412591,False,0.5952224417380568,False
BNB,Krypto,bollinger,2.5,long/short,-0.699,-0.29274,-0.729,-0.12876,0.757723984581248,False,0.7669991687588837,False
BNB,Krypto,weekday,0,long,-0.378,-0.08115,-2.461,-0.23836,0.6472847030121761,False,0.9930724816961777,False
BNB,Krypto,weekday,1,long,-0.921,-0.22183,-0.841,-0.07634,0.8214747864885119,False,0.7998260327922564,False
BNB,Krypto,weekday,2,long,-0.181,-0.03664,-0.226,-0.0236,0.5718162119928942,False,0.589399289836017,False
BNB,Krypto,weekday,3,long,-1.91,-0.40807,-2.123,-0.19546,0.9719333933402274,False,0.9831230740711945,False
BNB,Krypto,weekday,4,long,0.741,0.20089,-0.866,-0.07587,0.229346720157922,False,0.8067549191058072,False
XRP,Krypto,sma_trend,10,long,1.666,0.512,-0.618,-0.11826,0.047856707217460936,False,0.731712330691914,False
XRP,Krypto,sma_trend,10,long/short,1.582,0.96988,-0.618,-0.23652,0.0568247852438839,False,0.731712330691914,False
XRP,Krypto,sma_trend,20,long,1.692,0.52215,-0.208,-0.03963,0.045322986812447064,False,0.5823855163232511,False
XRP,Krypto,sma_trend,20,long/short,1.519,0.93319,-0.208,-0.07926,0.06438124798828859,False,0.5823855163232511,False
XRP,Krypto,sma_trend,50,long,1.088,0.33762,-0.251,-0.04781,0.13829755376702169,False,0.5990929454058069,False
XRP,Krypto,sma_trend,50,long/short,0.83,0.50889,-0.251,-0.09561,0.20326939182806836,False,0.5990929454058069,False
XRP,Krypto,sma_trend,100,long,-0.678,-0.2104,-0.64,-0.12198,0.7511141533919512,False,0.7389137003071384,False
XRP,Krypto,sma_trend,100,long/short,-1.184,-0.7178,-0.64,-0.24396,0.8817934685908809,False,0.7389137003071384,False
XRP,Krypto,sma_trend,200,long,-0.285,-0.08873,-0.185,-0.0353,0.6121779290374987,False,0.5733854822133744,False
XRP,Krypto,sma_trend,200,long/short,-0.609,-0.34388,-0.185,-0.0706,0.7287377805510094,False,0.5733854822133744,False
XRP,Krypto,sma_cross,"(5, 20)",long,1.404,0.43494,0.417,0.0798,0.08015942478331484,False,0.33833920385737015,False
XRP,Krypto,sma_cross,"(5, 20)",long/short,1.228,0.75876,0.417,0.1596,0.10972348398897769,False,0.33833920385737015,False
XRP,Krypto,sma_cross,"(10, 50)",long,0.159,0.04949,0.191,0.036,0.4368344369156326,False,0.42426279657852417,False
XRP,Krypto,sma_cross,"(10, 50)",long/short,-0.11,-0.06737,0.191,0.072,0.5437953125423167,False,0.42426279657852417,False
XRP,Krypto,sma_cross,"(20, 100)",long,-1.486,-0.45807,-0.393,-0.07567,0.9313604395007544,False,0.652840259306904,False
XRP,Krypto,sma_cross,"(20, 100)",long/short,-2.02,-1.21315,-0.393,-0.15133,0.9783083062323532,False,0.652840259306904,False
XRP,Krypto,sma_cross,"(50, 200)",long,-1.134,-0.33506,-0.187,-0.03587,0.8716027259961896,False,0.5741696835273642,False
XRP,Krypto,sma_cross,"(50, 200)",long/short,-1.664,-0.83654,-0.187,-0.07173,0.951943785304066,False,0.5741696835273642,False
XRP,Krypto,tsmom,20,long,0.555,0.17265,-0.108,-0.02038,0.2894473302223942,False,0.5430021538947166,False
XRP,Krypto,tsmom,20,long/short,0.404,0.25038,-0.108,-0.04076,0.34310635958814306,False,0.5430021538947166,False
XRP,Krypto,tsmom,60,long,-0.317,-0.09743,-0.452,-0.08453,0.6243781988730687,False,0.6743655087796794,False
XRP,Krypto,tsmom,60,long/short,-0.597,-0.35982,-0.452,-0.16906,0.7247463096962908,False,0.6743655087796794,False
XRP,Krypto,tsmom,120,long,-0.708,-0.21313,-0.27,-0.05101,0.76052737126012,False,0.6064198731980395,False
XRP,Krypto,tsmom,120,long/short,-1.192,-0.68183,-0.27,-0.10201,0.8833693773651046,False,0.6064198731980395,False
XRP,Krypto,tsmom,250,long,1.265,0.37146,-0.256,-0.04928,0.10293566393460174,False,0.6010245813425659,False
XRP,Krypto,tsmom,250,long/short,1.048,0.501,-0.256,-0.09857,0.14731930344087163,False,0.6010245813425659,False
XRP,Krypto,donchian,20,long,0.9,0.27375,1.396,0.25549,0.18406012534675953,False,0.08135724757480689,False
XRP,Krypto,donchian,20,long/short,0.583,0.32273,0.318,0.111,0.2799466501118786,False,0.37524246845466436,False
XRP,Krypto,donchian,55,long,0.626,0.19275,-0.398,-0.07188,0.26565747066375944,False,0.6546849071263465,False
XRP,Krypto,donchian,55,long/short,-0.219,-0.11706,-0.44,-0.13572,0.5866749761167374,False,0.6700314463394064,False
XRP,Krypto,donchian,100,long,-1.213,-0.3769,-0.778,-0.14251,0.8874350897435134,False,0.7817154933928763,False
XRP,Krypto,donchian,100,long/short,-1.788,-0.91805,-0.15,-0.04473,0.9631119960861304,False,0.5596176923702425,False
XRP,Krypto,rsi2,10,long,-0.751,-0.20328,-0.307,-0.0489,0.7736736721068145,False,0.6205783138897434,False
XRP,Krypto,rsi2,10,long/short,-0.628,-0.28834,-0.97,-0.25029,0.7349980300061544,False,0.8339767539364704,False
XRP,Krypto,rsi2,30,long,-1.083,-0.32478,-0.5,-0.09235,0.8605957884796921,False,0.691462461274013,False
XRP,Krypto,rsi2,30,long/short,-1.477,-0.85725,-0.067,-0.02171,0.9301621813614458,False,0.5267091483990727,False
XRP,Krypto,rsi14,30,long,1.09,0.27631,-0.134,-0.01744,0.1378565720320355,False,0.5532987127824534,False
XRP,Krypto,rsi14,30,long/short,0.214,0.09323,-0.532,-0.12151,0.41527352859004896,False,0.7026370022479587,False
XRP,Krypto,bollinger,1.5,long,-1.197,-0.35317,0.855,0.16521,0.884346722625385,False,0.19627557387454453,False
XRP,Krypto,bollinger,1.5,long/short,-1.413,-0.74703,-0.364,-0.12382,0.921172137949663,False,0.642070995309583,False
XRP,Krypto,bollinger,2.0,long,-0.824,-0.23375,1.006,0.18941,0.7950302210194017,False,0.1572077850312822,False
XRP,Krypto,bollinger,2.0,long/short,-1.156,-0.58606,-0.391,-0.12394,0.8761594215067375,False,0.6521013820709638,False
XRP,Krypto,bollinger,2.5,long,0.281,0.06821,0.819,0.11052,0.389355199915839,False,0.20639320679362338,False
XRP,Krypto,bollinger,2.5,long/short,-1.019,-0.45302,-0.041,-0.00983,0.8458985167363733,False,0.5163520520682414,False
XRP,Krypto,weekday,0,long,0.323,0.08122,0.685,0.09461,0.3733476210319716,False,0.246671960486342,False
XRP,Krypto,weekday,1,long,-0.874,-0.18001,-1.144,-0.13428,0.8089408731356983,False,0.8736881815003427,False
XRP,Krypto,weekday,2,long,-0.959,-0.22135,-1.558,-0.20408,0.8312206274060894,False,0.9403833759385433,False
XRP,Krypto,weekday,3,long,-1.385,-0.32386,-1.434,-0.25382,0.9169737663175367,False,0.9242138685748916,False
XRP,Krypto,weekday,4,long,-0.093,-0.01803,0.044,0.00603,0.5370482193881883,False,0.48245220193445026,False
ADA,Krypto,sma_trend,10,long,1.235,0.36515,0.007,0.0013,0.10841525206980396,False,0.4972074268432227,False
